Company,Inches,Cpu,Ram,Memory,Gpu,Price,Price in Dollars
MSI,17.3,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,79215.1056,950.5812672
Toshiba,15.6,Intel Core i3 6100U 2.1GHz,4,128GB SSD,Intel HD Graphics 520,26533.44,318.40128
Dell,15.6,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Intel HD Graphics 620,50882.4,610.5888
HP,15.6,Intel Core i7 7500U 2.7GHz,8,1TB HDD,AMD Radeon 530,39693.6,476.3232
Toshiba,15.6,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,67026.23999999999,804.3148799999999
Acer,15.6,Intel Core i3 6006U 2GHz,4,128GB SSD,Intel HD Graphics 520,21951.36,263.41632
Microsoft,13.5,Intel Core i7 7600U 2.8GHz,8,256GB SSD,Intel Iris Plus Graphics 640,99519.048,1194.228576
Lenovo,15.6,Intel Core i5 7200U 2.5GHz,8,128GB SSD +  1TB HDD,AMD Radeon R5 M430,43580.376,522.964512
Lenovo,13.3,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,55091.52,661.0982399999999
Lenovo,15.6,AMD E-Series E2-9000 2.2GHz,4,128GB SSD,AMD Radeon R2 Graphics,18594.72,223.13664000000003
HP,14.0,Intel Core i3 7100U 2.4GHz,4,128GB SSD,Nvidia GeForce 940MX,37242.72,446.91264
MSI,15.6,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,68944.31999999999,827.3318399999999
Asus,14.0,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,60472.8,725.6736000000001
HP,11.6,Intel Celeron Dual Core N3350 1.1GHz,8,64GB Flash Storage,Intel HD Graphics 500,26373.6,316.4832
LG,15.6,Intel Core i7 8550U 1.8GHz,8,512GB SSD,Intel HD Graphics 620,122490.72,1469.8886400000001
Acer,15.6,Intel Core i5 7300HQ 2.5GHz,16,256GB SSD,Nvidia GeForce GTX 1050 Ti,69210.72,830.52864
MSI,15.6,Intel Core i5 7300HQ 2.5GHz,8,256GB SSD,Nvidia GeForce GTX 1050,53168.112,638.017344
Asus,15.6,Intel Celeron Dual Core N3350 1.1GHz,4,128GB SSD,Intel HD Graphics 500,22324.32,267.89184
Dell,15.6,Intel Core i5 7300HQ 2.5GHz,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,109277.28,1311.32736
HP,17.3,Intel Core i3 6006U 2GHz,4,256GB SSD,AMD Radeon R5 520,37242.72,446.91264
Lenovo,13.3,Intel Core i7 8550U 1.8GHz,8,512GB SSD,Intel UHD Graphics 620,79866.72,958.4006400000001
Dell,15.6,Intel Core i7 7820HK 2.9GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,149916.6,1798.9992000000002
HP,15.6,Intel Core i5 7200U 2.5GHz,4,500GB HDD,AMD Radeon 520,32639.8608,391.6783296
Dell,15.6,Intel Core i3 6006U 2GHz,4,1TB HDD,AMD Radeon R5 M430,29073.297599999994,348.87957119999993
HP,17.3,AMD A10-Series 9600P 2.4GHz,6,2TB HDD,AMD Radeon R7 M440,30316.32,363.79584
Lenovo,15.6,Intel Celeron Dual Core 3855U 1.6GHz,4,500GB HDD,Intel HD Graphics 510,16943.04,203.31648
Acer,14.0,Intel Celeron Dual Core 3855U 1.6GHz,4,32GB Flash Storage,Intel HD Graphics 510,19980.0,239.76
Lenovo,14.0,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Intel HD Graphics 620,37242.72,446.91264
HP,17.3,Intel Core i7 7700HQ 2.8GHz,8,500GB HDD,Nvidia Quadro M1200,101657.7072,1219.8924864
Lenovo,14.0,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,137995.19999999998,1655.9424
Toshiba,13.3,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,51841.44,622.0972800000001
Acer,11.6,Intel Celeron Dual Core N3050 1.6GHz,4,32GB Flash Storage,Intel HD Graphics,14332.32,171.98784
Lenovo,14.0,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Intel HD Graphics 620,93186.72,1118.24064
Asus,12.5,Intel Core M M3-6Y30 0.9GHz,4,64GB Flash Storage,Intel HD Graphics 515,35644.32,427.73184000000003
Toshiba,13.3,Intel Core i7 6500U 2.5GHz,16,512GB SSD,Intel HD Graphics 520,100006.56,1200.07872
HP,15.6,Intel Core i7 7500U 2.7GHz,4,500GB HDD,AMD Radeon 530,36709.92,440.51903999999996
Dell,15.6,Intel Core i5 7300HQ 2.5GHz,8,1TB HDD,Nvidia GeForce GTX 1050,43636.32,523.63584
Lenovo,15.6,AMD A9-Series 9420 2.9GHz,4,256GB SSD,AMD Radeon 530,21258.72,255.10464000000002
Lenovo,15.6,AMD A12-Series 9720P 3.6GHz,8,1TB HDD,AMD Radeon R7,22857.12,274.28544
Lenovo,15.6,Intel Core i5 7200U 2.5GHz,4,1TB HDD +  1TB HDD,Intel HD Graphics 620,33110.856,397.330272
Lenovo,15.6,Intel Core i3 6006U 2GHz,4,500GB HDD,Intel HD Graphics 520,23976.0,287.712
Dell,15.6,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,42357.6,508.2912
Acer,13.3,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Intel UHD Graphics 620,53226.72,638.72064
Lenovo,15.6,Intel Core i7 6500U 2.5GHz,16,512GB SSD,Nvidia Quadro M520M,98834.4,1186.0128
Lenovo,14.0,Intel Core i5 6300HQ 2.3GHz,8,256GB SSD,Intel HD Graphics 520,63456.48,761.4777600000001
HP,17.3,AMD A10-Series 9620P 2.5GHz,6,2TB HDD,AMD Radeon 530,34898.932799999995,418.78719359999997
Lenovo,15.6,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,66546.72,798.56064
Dell,14.0,Intel Core i5 7440HQ 2.8GHz,8,256GB SSD,Nvidia GeForce 930MX,58021.92,696.26304
Dell,15.6,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Intel HD Graphics 620,38681.28,464.17536
Asus,14.0,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Intel HD Graphics 500,15877.44,190.52928
Dell,15.6,Intel Core i5 7300U 2.6GHz,16,512GB SSD,Intel HD Graphics 620,76012.44480000001,912.1493376000002
Lenovo,14.0,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Nvidia GeForce 920MX,45664.6896,547.9762752
Dell,15.6,Intel Core i5 7300U 2.6GHz,8,256GB SSD,Intel HD Graphics 620,62817.12,753.8054400000001
Lenovo,15.6,AMD A6-Series 7310 2GHz,4,500GB HDD,AMD Radeon R4,15877.44,190.52928
Mediacom,14.0,Intel Atom Z8350 1.92GHz,4,32GB HDD,Intel HD Graphics 400,14119.2,169.43040000000002
HP,17.3,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Nvidia GeForce 930MX,63936.0,767.232
Lenovo,14.0,Intel Core i7 6500U 2.5GHz,8,512GB SSD,Intel HD Graphics 520,89864.1792,1078.3701504
HP,13.3,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,44574.048,534.8885760000001
Lenovo,14.0,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,79866.72,958.4006400000001
Dell,17.3,Intel Core i7 7700HQ 2.8GHz,32,1TB SSD +  1TB HDD,Nvidia GeForce GTX 1070,194972.832,2339.673984
MSI,17.3,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,71847.0144,862.1641728000001
Lenovo,15.6,Intel Core i5 7200U 2.5GHz,4,1TB HDD,Intel HD Graphics 620,26101.872,313.222464
Dell,15.6,Intel Core i5 8250U 1.6GHz,8,128GB SSD +  1TB HDD,AMD Radeon 530,38308.32,459.69984
Dell,13.3,Intel Core i3 7100U 2.4GHz,4,1TB HDD,Intel HD Graphics 620,34578.72,414.94464000000005
Dell,15.6,Intel Core i5 7200U 2.5GHz,8,1TB HDD,AMD Radeon R7 M445,31409.6256,376.9155072
HP,15.6,AMD A9-Series 9420 3GHz,4,1TB HDD,AMD Radeon 520,26053.92,312.64704
Acer,17.3,Intel Core i7 6700HQ 2.6GHz,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,103096.8,1237.1616000000001
Dell,15.6,Intel Core i5 7200U 2.5GHz,12,1TB HDD,Intel HD Graphics 620,34578.72,414.94464000000005
HP,15.6,AMD A9-Series A9-9420 3GHz,6,128GB SSD +  1TB HDD,AMD Radeon 520,34632.0,415.584
Acer,15.6,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Intel HD Graphics 620,29783.52,357.40224
Lenovo,13.3,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,51148.8,613.7856
Lenovo,15.6,Intel Core i7 7500U 2.7GHz,4,1TB HDD,Intel HD Graphics 620,41505.12,498.06144000000006
HP,15.6,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD,Nvidia Quadro M2200,128884.32,1546.61184
Dell,13.3,Intel Core i5 8250U 1.6GHz,8,1TB HDD,Intel UHD Graphics 620,35111.52,421.33824
MSI,15.6,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,111593.8944,1339.1267328000001
Acer,15.6,Intel Core i3 6006U 2GHz,4,500GB HDD,Intel HD Graphics 520,21887.424,262.649088
Dell,15.6,Intel Core i7 7500U 2.7GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce 940MX,64308.96,771.70752
Dell,15.6,Intel Core i3 6006U 2GHz,8,256GB SSD,Intel HD Graphics 520,35431.2,425.1744
Toshiba,14.0,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,81784.8,981.4176000000001
Lenovo,14.0,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,53226.72,638.72064
Lenovo,15.6,Intel Core i7 7600U 2.8GHz,16,1TB SSD,Nvidia Quadro M520M,175770.72,2109.2486400000003
Acer,14.0,Intel Celeron Dual Core N3060 1.6GHz,2,32GB Flash Storage,Intel HD Graphics 400,17582.399999999998,210.98879999999997
Samsung,13.3,Intel Core i7 7500U 2.7GHz,16,256GB SSD,Intel HD Graphics 620,87858.72,1054.30464
HP,15.6,Intel Core i3 6006U 2GHz,8,256GB SSD,Intel HD Graphics 520,28717.92,344.61503999999996
Dell,14.0,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,60031.1088,720.3733056
HP,17.3,Intel Xeon E3-1535M v5 2.9GHz,16,256GB SSD,Nvidia Quadro M2000M,233845.92,2806.15104
Lenovo,11.6,Intel Celeron Dual Core N3060 1.6GHz,4,128GB SSD,Intel HD Graphics 400,25308.0,303.696
HP,15.6,Intel Core i5 6300U 2.4GHz,8,256GB SSD,Intel HD Graphics 520,101232.0,1214.784
Asus,15.6,Intel Core i5 6300HQ 2.3GHz,4,1TB HDD,Nvidia GeForce GTX 950M,30849.12,370.18944
Lenovo,14.0,Intel Core i5 6200U 2.3GHz,4,180GB SSD,Intel HD Graphics 520,58394.88,700.73856
Asus,15.6,Intel Core i7 7500U 2.7GHz,4,256GB SSD,Intel HD Graphics 620,45282.672,543.392064
Lenovo,13.3,Intel Core i5 6260U 1.8GHz,8,256GB SSD,Intel HD Graphics 540,63882.72,766.5926400000001
HP,15.6,Intel Core i5 7300HQ 2.5GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,58554.72,702.65664
HP,15.6,Intel Core i7 6700HQ 2.6GHz,8,256GB SSD,Nvidia Quadro M1000M,83170.08,998.04096
Dell,15.6,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,152859.7872,1834.3174463999999
Acer,15.6,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Intel HD Graphics 620,31914.72,382.97664000000003
Lenovo,15.6,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,55837.44,670.0492800000001
Dell,12.5,Intel Core i7 7600U 2.8GHz,16,256GB SSD,Intel HD Graphics 620,99047.52,1188.57024
Google,12.3,Intel Core i5 7Y57 1.2GHz,8,256GB SSD,Intel HD Graphics 615,83063.52,996.76224
Asus,13.3,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,60153.12,721.83744
Dell,13.3,Intel Core i3 6006U 2GHz,4,500GB HDD,Intel HD Graphics 520,45234.72,542.81664
Acer,13.3,Intel Core i5 6200U 2.3GHz,4,128GB SSD,Intel HD Graphics 520,34898.4,418.7808
Asus,17.3,Intel Pentium Quad Core N4200 1.1GHz,4,1TB HDD,Nvidia GeForce 920MX,25059.715199999995,300.71658239999994
Dell,15.6,Intel Core i7 6700HQ 2.6GHz,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,58554.72,702.65664
Samsung,13.3,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,85194.72,1022.33664
Acer,15.6,Intel Pentium Quad Core N4200 1.1GHz,4,1TB HDD,Intel HD Graphics 505,15877.44,190.52928
Dell,15.6,Intel Core i7 7500U 2.7GHz,16,256GB SSD,AMD Radeon R7 M445,62938.0656,755.2567872000001
Samsung,15.0,Intel Core i7 7500U 2.7GHz,16,256GB SSD,AMD Radeon 540,95850.72,1150.20864
Toshiba,14.0,Intel Core i5 6200U 2.3GHz,4,128GB SSD,Intel HD Graphics 520,54345.6,652.1472
Dell,15.6,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,Nvidia GeForce GTX 1050,58554.72,702.65664
HP,12.5,Intel Core i5 6200U 2.3GHz,4,256GB SSD,Intel HD Graphics 520,66280.31999999999,795.36384
Asus,15.6,Intel Core i7 7500U 2.7GHz,12,2TB HDD,Nvidia GeForce 940MX,44701.92,536.42304
Lenovo,15.6,Intel Core i7 6820HQ 2.7GHz,16,512GB SSD,Nvidia Quadro M2000M,126273.6,1515.2832
Acer,14.0,Intel Core i3 7100U 2.4GHz,4,128GB SSD,Intel HD Graphics 620,33886.08,406.63296
Razer,14.0,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD,Nvidia GeForce GTX 1060,154458.72,1853.50464
Asus,15.6,Intel Pentium Dual Core N4200 1.1GHz,8,128GB SSD,Intel HD Graphics 505,31003.632,372.043584
Dell,17.3,Intel Core i7 7700HQ 2.8GHz,32,1TB SSD +  1TB HDD,Nvidia GeForce GTX 1070M,191211.264,2294.535168
Asus,17.3,Intel Core i7 6700HQ 2.6GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,125208.0,1502.496
Toshiba,14.0,Intel Core i7 6600U 2.6GHz,16,512GB SSD,Nvidia GeForce 930M,93985.92,1127.83104
Lenovo,15.6,Intel Celeron Quad Core N3710 1.6GHz,8,1TB HDD,Intel HD Graphics 405,17529.12,210.34944
Lenovo,14.0,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Intel HD Graphics 620,122490.72,1469.8886400000001
MSI,14.0,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,100752.48,1209.02976
MSI,15.6,Intel Core i5 7300HQ 2.5GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,58021.92,696.26304
Lenovo,15.6,Intel Core i7 7700HQ 2.8GHz,4,1TB HDD,Nvidia GeForce GTX 1050,53226.72,638.72064
Acer,17.3,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,122490.72,1469.8886400000001
Dell,15.6,Intel Core i5 7300HQ 2.5GHz,8,256GB SSD,Nvidia GeForce GTX 1050,52480.8,629.7696000000001
Asus,15.6,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX1060,71341.92,856.10304
Vero,14.0,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Intel HD Graphics 500,10810.512,129.726144
Lenovo,13.3,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Intel HD Graphics 620,104961.6,1259.5392000000002
Lenovo,15.6,Intel Core i5 7200U 2.5GHz,8,256GB SSD,AMD Radeon R7 M460,51095.52,613.1462399999999
Apple,12.0,Intel Core M 1.2GHz,8,512GB Flash Storage,Intel HD Graphics 5300,62071.2,744.8543999999999
Lenovo,14.0,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,124142.4,1489.7087999999999
Asus,14.0,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Intel HD Graphics 500,15930.72,191.16863999999998
Dell,15.6,Intel Core i5 7200U 2.5GHz,8,128GB SSD,Intel HD Graphics 620,43156.8,517.8816
Lenovo,13.9,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,71874.72,862.4966400000001
Dell,15.6,Intel Core i3 6006U 2GHz,8,256GB SSD,AMD Radeon R5 M420X,39373.92,472.48704
HP,15.6,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia Quadro M2200,110017.872,1320.2144640000001
Asus,15.6,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,58554.72,702.65664
Dell,13.3,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,79866.72,958.4006400000001
Dell,15.6,Intel Core i5 7300HQ 2.5GHz,8,256GB SSD,Nvidia GeForce GTX 1050,93186.72,1118.24064
Dell,11.6,Intel Pentium Quad Core N4200 1.1GHz,4,128GB SSD,Intel HD Graphics 505,39640.32,475.68384000000003
HP,12.5,Intel Core i5 7300U 2.6GHz,8,256GB SSD,Intel HD Graphics 620,74005.92,888.07104
Toshiba,15.6,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Intel HD Graphics 520,41558.4,498.7008
HP,15.6,AMD A12-Series 9700P 2.5GHz,8,2TB HDD,AMD Radeon R7 Graphics,33513.119999999995,402.15743999999995
Dell,15.6,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD,Nvidia GeForce GTX 1050 Ti,89457.12,1073.48544
Lenovo,15.6,Intel Core i5 7200U 2.5GHz,4,1TB HDD,Nvidia GeForce 920M,32447.52,389.37024
HP,17.3,Intel Core i7 7700HQ 2.8GHz,12,1TB HDD,AMD Radeon RX 580,93186.72,1118.24064
MSI,17.3,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,128671.2,1544.0544
Samsung,13.3,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,79866.72,958.4006400000001
Dell,15.6,Intel Core i7 7500U 2.7GHz,8,1TB HDD,Nvidia GeForce GT 940MX,51202.08,614.42496
Dell,15.6,Intel Core i5 7200U 2.5GHz,8,256GB SSD,AMD Radeon R5 M420,42081.0768,504.97292160000006
Lenovo,14.0,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,99047.52,1188.57024
Razer,12.5,Intel Core i7 7500U 2.5GHz,16,512GB SSD,Intel HD Graphics 620,95850.72,1150.20864
HP,11.6,Intel Celeron Dual Core N3060 1.6GHz,4,16GB Flash Storage,Intel HD Graphics 400,20512.8,246.15359999999998
Dell,17.3,Intel Core i7 7700HQ 2.8GHz,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,133467.4656,1601.6095872
Dell,14.0,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Intel HD Graphics 520,40226.4,482.71680000000003
Lenovo,15.6,Intel Core i3 6006U 2GHz,4,500GB HDD,Intel HD Graphics 520,26101.872,313.222464
Toshiba,14.0,Intel Core i5 7200U 2.5GHz,4,128GB SSD,Intel HD Graphics 620,58075.2,696.9024
Lenovo,14.0,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Intel HD Graphics 620,133146.72,1597.76064
MSI,15.6,Intel Core i5 7300HQ 2.5GHz,8,256GB SSD,Nvidia GeForce GTX 1050,63882.72,766.5926400000001
Lenovo,14.0,Intel Core i5 7200U 2.5GHz,8,256GB Flash Storage,Intel HD Graphics 620,99900.0,1198.8
Toshiba,14.0,Intel Pentium Dual Core 4405U 2.1GHz,4,128GB SSD,Intel HD Graphics 510,26586.72,319.04064
Asus,13.3,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,72354.23999999999,868.2508799999999
Dell,14.0,Intel Core i3 6006U 2GHz,4,500GB HDD,Intel HD Graphics 520,31168.8,374.0256
Acer,11.6,Intel Celeron Dual Core N3060 1.6GHz,4,32GB Flash Storage,Intel HD Graphics 400,18914.4,226.97280000000003
Acer,14.0,Intel Core i3 7100U 2.4GHz,8,128GB SSD,Intel HD Graphics 620,32980.32,395.76384
Razer,17.3,Intel Core i7 7820HK 2.9GHz,32,512GB SSD,Nvidia GeForce GTX 1080,292986.72,3515.84064
Lenovo,14.0,Intel Core i7 6600U 2.6GHz,16,512GB SSD,Intel HD Graphics 520,111834.72,1342.01664
Asus,15.6,Intel Core i5 7200U 2.5GHz,4,1TB HDD,Nvidia GeForce 920,27652.32,331.82784
Lenovo,14.0,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel HD Graphics 520,63190.08,758.28096
Lenovo,14.0,Intel Core i5 7300U 2.6GHz,8,256GB SSD,Intel HD Graphics 620,87912.0,1054.944
Dell,15.6,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,147832.28639999998,1773.9874367999998
Asus,17.3,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,128884.32,1546.61184
Toshiba,15.6,Intel Core i3 7100U 2.4GHz,4,500GB HDD,Intel HD Graphics 620,35644.32,427.73184000000003
Lenovo,14.0,Intel Celeron Quad Core N3160 1.6GHz,4,16GB Flash Storage,Intel HD Graphics 400,17316.0,207.792
Asus,15.6,Intel Core i5 7200U 2.5GHz,8,128GB HDD,Intel HD Graphics 620,31435.2,377.2224
Asus,17.3,Intel Core i7 6700HQ 2.6GHz,16,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,95850.72,1150.20864
Dell,17.3,Intel Core i7 7700HQ 2.8GHz,32,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,163723.57919999998,1964.6829503999998
HP,17.3,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Nvidia GeForce 930MX,48484.8,581.8176000000001
Dell,15.6,Intel Core i5 7200U 2.5GHz,8,128GB SSD,Intel HD Graphics 620,38041.3872,456.4966464
HP,14.0,Intel Core i7 6500U 2.5GHz,8,512GB SSD,Intel HD Graphics 520,99633.6,1195.6032
Dell,15.6,Intel Core i7 7500U 2.7GHz,4,256GB SSD,AMD Radeon R5 M420,39373.92,472.48704
HP,11.6,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Intel HD Graphics 500,32767.2,393.20640000000003
Asus,13.3,Intel Core i5 6200U 2.3GHz,8,512GB SSD,Nvidia GeForce 940M,54665.28,655.98336
HP,13.3,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,121318.56,1455.82272
HP,14.0,Intel Core i7 6500U 2.5GHz,8,512GB SSD,Intel HD Graphics 520,78215.04,938.58048
HP,15.6,Intel Celeron Dual Core N3060 1.6GHz,4,128GB SSD,Intel HD Graphics 400,15930.72,191.16863999999998
Asus,15.6,Intel Core i7 7700HQ 2.8GHz,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,101178.72,1214.14464
Dell,17.3,Intel Core i7 7500U 2.7GHz,8,1TB HDD,AMD Radeon R7 M445,46087.2,553.0464
Lenovo,14.0,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia GeForce GT 940MX,101391.84,1216.70208
Asus,15.6,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Nvidia GeForce GTX 930MX,41931.36,503.17632000000003
Dell,15.6,Intel Core i5 7200U 2.5GHz,8,128GB SSD,Intel HD Graphics 620,50349.6,604.1952
Asus,15.6,Intel Pentium Quad Core N4200 1.1GHz,4,1TB HDD,Intel HD Graphics 505,23922.72,287.07264000000004
HP,13.3,Intel Core i7 7600U 2.8GHz,8,256GB SSD,Intel HD Graphics 620,136343.52,1636.12224
Dell,13.3,Intel Core i5 6200U 2.3GHz,8,1TB HDD,Intel HD Graphics 520,34578.72,414.94464000000005
Lenovo,15.6,Intel Core i3 6006U 2.0GHz,4,1TB HDD,Intel HD Graphics 520,24988.32,299.85984
Lenovo,15.6,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Intel HD Graphics 620,45323.1648,543.8779776
HP,15.6,Intel Core i5 7300U 2.6GHz,8,256GB SSD,AMD Radeon R7 M465,71874.72,862.4966400000001
Toshiba,13.3,Intel Core i5 7200U 2.5GHz,4,128GB SSD,Intel HD Graphics 620,68464.8,821.5776000000001
Lenovo,15.6,Intel Core i5 7300HQ 2.5GHz,8,1TB HDD,Nvidia GeForce GTX 1050,54185.76,650.2291200000001
Dell,13.3,Intel Core i7 7660U 2.5GHz,16,512GB SSD,Intel Iris Plus Graphics 640,119347.2,1432.1664
HP,15.6,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Intel HD Graphics 520,48484.8,581.8176000000001
Toshiba,13.3,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel HD Graphics 520,58341.6,700.0992
Lenovo,13.3,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,103896.0,1246.752
Acer,14.0,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,48058.56,576.70272
Dell,15.6,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,Nvidia Quadro M620,94731.84,1136.78208
Lenovo,15.6,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Intel HD Graphics 620,56210.4,674.5248
Lenovo,15.6,Intel Core i3 6006U 2GHz,4,1TB HDD,AMD Radeon R5 M430,25521.12,306.25344
Toshiba,15.6,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,73952.64,887.43168
Lenovo,13.3,Intel Core i3 7100U 2.4GHz,4,180GB SSD,Intel HD Graphics 620,39160.8,469.92960000000005
Samsung,15.0,Intel Core i7 7500U 2.7GHz,16,256GB SSD,Nvidia GeForce 940MX,98514.72,1182.1766400000001
Dell,12.5,Intel Core i7 7600U 2.8GHz,8,256GB SSD,Intel HD Graphics 620,90043.2,1080.5184
Asus,15.6,Intel Pentium Quad Core N4200 1.1GHz,4,1TB HDD,Intel HD Graphics 505,21258.1872,255.09824640000002
Xiaomi,13.3,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Nvidia GeForce 940MX,49816.8,597.8016
Dell,15.6,Intel Core i5 7200U 2.5GHz,4,128GB SSD +  1TB HDD,Nvidia GeForce 940MX,48618.0,583.416
HP,15.6,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Intel HD Graphics 620,44701.92,536.42304
HP,13.3,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Intel HD Graphics 620,90576.0,1086.912
HP,15.6,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Intel HD Graphics 620,36486.14399999999,437.83372799999995
Asus,14.1,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Intel HD Graphics 500,18541.44,222.49728
Lenovo,15.6,Intel Core i7 6500U 2.5GHz,8,1TB HDD,Nvidia GeForce 940MX,35644.32,427.73184000000003
